prefcode,n03_007,cityname,building_count,building_types,avg_height,max_height,avg_levels,max_levels,total_building_area_ha,avg_building_area_ha,max_building_area_ha,height_count,levels_count,min_height_count,underground_count,ele_count,date_count,source_count,name_count,editor_count,prefecture_area_ha,building_coverage_percent
17,17463,内灘町,230774,16,,,,,2634.2527,0.0114,0.8695,0,0,0,0,0,19,133,931,103,75492.0,3.49
22,22461,南伊豆町,228588,8,,,1.04,2.0,2547.1094,0.0111,0.2721,0,2064,0,0,0,0,14663,817,18,107405.0,2.37
5,05464,五城目町,228475,9,,,,,3272.0608,0.0143,1.7354,0,0,0,0,0,25,125,4125,7,120959.0,2.71
46,46802,肝付町,228420,11,,,2.44,3.0,3428.4451,0.015,1.1471,0,405,0,0,0,0,142020,1710,23,68292.0,5.02
18,18501,坂井市,228327,44,,,1.8,9.0,5442.7856,0.0238,2.4875,0,152014,0,102,0,17,2652,7820,50,87243.0,6.24
16,16343,魚津市,226875,11,,,2.32,7.0,4222.5191,0.0186,2.1317,0,1155,0,0,0,0,1590,1440,28,124176.0,3.4
12,12801,鎌ケ谷市,226860,21,,,3.37,13.0,6577.7849,0.029,1.8311,0,9060,0,0,0,0,14100,2100,26,36816.0,17.87
40,40801,筑紫野市,226446,20,,,2.67,4.0,5976.0716,0.0264,2.5618,0,219,0,0,0,0,123954,16790,33,48244.0,12.39
7,07564,柳津町,225734,13,,,1.54,3.0,2574.6839,0.0114,0.611,0,7552,0,0,0,59,140184,3009,12,123184.0,2.09
40,40801,福岡市南区,225351,22,6.86,35.0,3.3,14.0,7088.2075,0.0315,1.2657,1022,14162,0,0,0,0,8103,45260,105,48244.0,14.69
47,47801,豊見城市,225330,21,,,4.03,14.0,5724.4112,0.0254,4.2561,0,10416,0,42,42,0,13566,5964,32,33440.0,17.12
33,33681,美作市,224471,20,16.0,16.0,2.05,7.0,2571.0355,0.0115,0.605,31,1271,0,0,62,0,40765,4030,30,82853.0,3.1
37,37406,丸亀市,223516,30,,,3.38,14.0,4944.7319,0.0221,5.5013,0,2890,0,0,0,0,17340,9163,45,37554.0,13.17
41,41441,多久市,223460,21,20.0,20.0,2.0,2.0,3544.6065,0.0159,1.6615,20,20,0,0,0,0,14520,280,4,48760.0,7.27
7,07564,磐梯町,222666,3,,,,,2961.1784,0.0133,0.9516,0,0,0,0,0,0,220955,590,12,123184.0,2.4
22,22461,西伊豆町,222095,6,,,1.22,10.0,2184.1657,0.0098,0.6218,0,4816,0,0,0,0,41710,1075,14,107405.0,2.03
7,07564,楢葉町,220778,13,12.16,31.0,2.44,8.0,4555.7812,0.0206,1.4028,649,944,0,0,0,177,6018,2242,46,123184.0,3.7
18,18501,おおい町,220065,8,,,,,2205.0608,0.01,2.2147,0,0,0,0,0,0,38301,2414,11,87243.0,2.53
11,11465,狭山市,219384,26,6.67,8.0,3.25,10.0,9307.8594,0.0424,8.7448,216,4032,0,0,0,0,30168,44424,56,57789.0,16.11
13,13808,新島村,218937,4,,,1.0,1.0,2777.2325,0.0127,0.2375,0,345,0,0,0,0,4623,621,56,22553.0,12.31
39,39428,津野町,218280,19,,,,,2141.0443,0.0098,0.4509,0,0,0,0,0,0,41242,3332,20,64228.0,3.33
15,15586,小千谷市,215932,12,,,2.13,5.0,3437.328,0.0159,2.9548,0,2257,0,0,0,0,12802,4255,26,117053.0,2.94
29,29453,三郷町,215826,12,,,2.4,4.0,1992.0179,0.0092,0.4226,0,195,0,0,0,0,1092,741,15,67238.0,2.96
6,06461,鶴岡市,215460,32,24.73,38.0,2.39,13.0,7117.6001,0.033,2.8491,105,15295,0,0,35,35,137585,33145,82,131439.0,5.42
29,29453,宇陀市,215124,8,,,2.0,2.0,2652.5502,0.0123,0.9037,0,663,0,0,0,0,31122,5421,31,67238.0,3.95
36,36489,海陽町,214056,9,,,3.0,4.0,2115.9979,0.0099,1.1303,0,72,0,0,0,0,240,1680,16,72142.0,2.93
6,06461,真室川町,212800,5,,,,,3011.8607,0.0142,0.8467,0,0,0,0,0,0,3500,140,9,131439.0,2.29
23,23801,東郷町,212590,12,7.36,10.7,2.14,3.0,3754.686,0.0177,1.4711,420,490,0,0,420,0,490,4480,19,91832.0,4.09
26,26465,舞鶴市,211824,30,,,2.39,15.0,5234.0193,0.0247,4.3642,0,8640,0,0,0,0,39312,10872,39,61640.0,8.49
45,45443,新富町,210678,12,,,3.07,4.0,3261.3541,0.0155,1.1306,0,364,0,0,0,0,390,7566,15,86802.0,3.76
24,24562,鈴鹿市,208394,25,10.0,10.0,2.03,9.0,8055.4531,0.0387,6.4081,29,8874,0,0,29,116,31146,26245,59,71118.0,11.33
4,04606,大郷町,208260,8,,,,,4728.8631,0.0227,1.381,0,0,0,0,0,0,0,624,11,80500.0,5.87
29,29453,上牧町,208104,7,,,,,2205.5824,0.0106,1.8392,0,0,0,0,0,0,2028,819,9,67238.0,3.28
6,06461,天童市,208005,10,,,2.0,3.0,5121.8489,0.0246,3.2929,0,70,0,0,0,0,7560,3500,27,131439.0,3.9
2,02450,中泊町,206800,18,,,,,3036.3432,0.0147,0.523,0,0,0,0,0,0,6160,3800,14,86420.0,3.51
22,22461,河津町,205282,12,0.43,0.6,1.07,11.0,2279.2773,0.0111,0.2523,129,12728,0,0,0,0,989,817,20,107405.0,2.12
21,21604,八百津町,204750,8,,,2.2,3.0,1714.9667,0.0084,0.3521,0,210,0,0,0,0,0,882,7,217761.0,0.79
1,01700,西興部村,202536,5,,,,,3732.3934,0.0184,0.8856,0,0,0,0,0,0,0,3298,12,147751.0,2.53
11,11465,幸手市,201528,18,,,1.8,2.0,6139.8857,0.0305,5.7528,0,1080,0,0,0,0,1440,3960,46,57789.0,10.62
20,20602,辰野町,200662,20,5.09,11.7,2.33,3.0,4413.4728,0.022,1.809,462,231,0,0,462,0,385,14091,17,97847.0,4.51
22,22461,松崎町,197585,6,,,1.91,6.0,2209.7912,0.0112,0.3869,0,946,0,0,0,0,1161,2494,18,107405.0,2.06
15,15586,胎内市,196322,17,,,1.0,1.0,3787.2721,0.0193,2.758,0,74,0,0,0,0,37,4403,20,117053.0,3.24
34,34545,坂町,195960,10,,,3.0,3.0,3027.7396,0.0155,5.9138,0,30,0,0,0,0,18690,1320,109,124649.0,2.43
20,20602,上田市,195734,29,,,1.87,10.0,9317.3606,0.0476,2.9114,0,34265,0,0,0,77,13013,19096,59,97847.0,9.52
2,02450,大間町,193760,14,,,,,2173.7152,0.0112,0.7611,0,0,0,0,0,0,160720,1800,13,86420.0,2.52
20,20602,伊那市,192423,25,7.65,14.3,2.35,8.0,5350.8258,0.0278,3.8431,154,1309,0,77,77,0,308,11858,41,97847.0,5.47
5,05464,男鹿市,192250,16,2.0,2.0,1.43,3.0,2749.757,0.0143,2.0336,25,175,0,0,0,50,300,3625,24,120959.0,2.27
3,03524,大槌町,191994,11,2.4,2.4,1.57,6.0,2724.947,0.0142,0.6475,33,3069,0,0,0,0,20757,726,153,125898.0,2.16
11,11465,行田市,191520,29,25.0,50.0,1.65,8.0,4822.4095,0.0252,2.0374,144,77328,0,0,0,0,52992,11808,45,57789.0,8.34
7,07564,田村市,190983,11,,,,,3468.4068,0.0182,1.5379,0,0,0,0,0,0,59885,885,34,123184.0,2.82
12,12801,山武市,190200,19,,,1.77,14.0,5168.0593,0.0272,1.6465,0,9900,0,0,0,0,5400,11280,32,36816.0,14.04
15,15586,燕市,189773,13,5.0,5.0,2.07,3.0,3544.8616,0.0187,1.0312,37,518,0,0,0,0,222,6290,27,117053.0,3.03
4,04606,色麻町,189501,5,,,1.0,1.0,4241.0996,0.0224,3.4737,0,39,0,0,0,0,0,312,9,80500.0,5.27
27,27383,高石市,189360,23,78.79,78.79,3.23,23.0,4856.9954,0.0256,1.1524,72,2880,0,0,0,144,4896,15336,46,10963.0,44.3
1,01700,神恵内村,189344,1,,,,,1878.1237,0.0099,0.3017,0,0,0,0,0,0,5626,1358,10,147751.0,1.27
26,26465,宇治田原町,188964,8,,,1.14,2.0,2839.6021,0.015,1.6192,0,252,0,0,0,0,684,324,15,61640.0,4.61
47,47801,竹富町,188874,19,,,1.5,2.0,2596.5022,0.0137,0.4305,0,84,0,0,0,0,51450,1638,56,33440.0,7.76
17,17463,穴水町,187074,18,1.0,1.0,1.94,6.0,2331.901,0.0125,0.7242,19,4617,0,0,0,0,28899,1862,112,75492.0,3.09
45,45443,延岡市,185224,23,,,2.67,8.0,4669.6673,0.0252,5.5982,0,156,0,0,0,0,33826,8398,26,86802.0,5.38
20,20602,塩尻市,184800,19,7.16,10.1,2.93,12.0,5612.3222,0.0304,2.6181,693,2233,0,0,693,0,616,4235,33,97847.0,5.74
21,21604,恵那市,184632,20,,,1.73,4.0,2737.3047,0.0148,1.0634,0,462,0,0,0,0,83958,1386,30,217761.0,1.26
34,34545,北広島町,184500,8,,,2.0,2.0,2973.1434,0.0161,1.9104,0,150,0,0,0,0,0,450,11,124649.0,2.39
7,07564,湯川村,183077,4,,,,,2463.8571,0.0135,0.5119,0,0,0,0,0,0,176764,944,9,123184.0,2.0
28,28586,神戸市兵庫区,182966,24,19.63,45.0,5.19,17.0,5779.1404,0.0316,4.0622,147,12201,0,0,49,147,23128,14210,47,69755.0,8.28
28,28586,南あわじ市,182672,14,,,1.71,3.0,3540.7606,0.0194,1.3209,0,833,0,0,0,0,16709,3822,33,69755.0,5.08
40,40801,東峰村,182135,3,,,,,2381.1083,0.0131,0.9015,0,0,0,0,0,0,73,0,31,48244.0,4.94
31,31403,岩美町,182134,12,3.0,3.0,1.72,3.0,1619.5693,0.0089,0.7873,19,874,0,0,0,0,3781,247,16,76531.0,2.12
20,20602,小川村,181412,14,,,1.5,2.0,3044.1738,0.0168,0.3895,0,154,0,0,0,0,0,4004,7,97847.0,3.11
11,11465,三郷市,181080,24,,,2.66,18.0,9405.9033,0.0519,7.3828,0,34560,0,0,0,72,91872,6768,41,57789.0,16.28
33,33681,岡山市南区,180296,29,17.44,430.0,1.92,10.0,5751.4753,0.0319,1.6601,1395,5239,0,0,0,0,22971,22258,38,82853.0,6.94
5,05464,湯沢市,179675,19,,,2.77,4.0,3198.1459,0.0178,1.9216,0,325,0,0,0,50,4750,8575,27,120959.0,2.64
3,03524,遠野市,179058,17,,,2.01,3.0,2889.0305,0.0161,1.0465,0,4158,0,0,0,0,7557,1518,37,125898.0,2.29
24,24562,木曽岬町,178901,4,,,,,3181.8993,0.0178,3.7934,0,0,0,0,0,0,58,58,3,71118.0,4.47
46,46802,姶良市,177660,17,,,3.26,7.0,8124.0075,0.0457,12.2823,0,6210,0,0,0,0,585,15930,21,68292.0,11.9
28,28586,神戸市灘区,177576,24,5.0,5.0,4.15,15.0,7031.01,0.0396,12.8385,49,10241,0,49,49,49,25431,14504,51,69755.0,10.08
46,46802,与論町,177165,10,7.0,7.0,4.0,6.0,2679.6087,0.0151,0.4689,45,135,45,0,0,0,0,270,56,68292.0,3.92
10,10525,みどり市,175875,31,,,2.42,21.0,3404.8541,0.0194,2.7387,0,2275,0,0,0,35,105,2555,24,78108.0,4.36
44,44462,大分市,174384,37,16.27,200.0,4.2,19.0,7762.6756,0.0445,19.0433,1206,9666,0,54,18,198,62622,28116,129,90314.0,8.6
23,23801,武豊町,173950,11,,,4.67,10.0,5878.674,0.0338,6.3592,0,210,0,0,0,0,70,2660,17,91832.0,6.4
19,19443,上野原市,173421,15,,,3.14,5.0,2127.5671,0.0123,0.6924,0,189,0,0,0,0,30321,918,74,60248.0,3.53
21,21604,本巣市,172284,16,,,2.05,3.0,4809.3768,0.0279,7.5189,0,4452,0,0,0,0,1050,14322,42,217761.0,2.21
40,40801,筑前町,171915,4,,,,,2978.4469,0.0173,0.7718,0,0,0,0,0,0,47669,657,37,48244.0,6.17
41,41441,基山町,171780,18,,,2.0,2.0,2511.8847,0.0146,2.522,0,20,0,0,0,0,128240,360,16,48760.0,5.15
11,11465,小鹿野町,171720,2,,,,,2013.0456,0.0117,0.2685,0,0,0,0,0,0,72,360,10,57789.0,3.48
23,23801,扶桑町,171640,9,,,2.1,4.0,2262.3511,0.0132,2.4402,0,700,0,0,0,0,280,1960,10,91832.0,2.46
28,28586,淡路市,171206,24,10.0,10.0,4.22,9.0,3401.0436,0.0199,1.0217,245,441,0,0,0,0,106575,6272,35,69755.0,4.88
43,43531,嘉島町,171157,6,,,2.0,2.0,3419.0506,0.02,6.3242,0,49,0,0,0,0,3479,490,44,68382.0,5.0
14,14402,愛川町,169824,14,13.0,13.0,1.5,2.0,6656.8402,0.0392,2.3061,58,696,0,0,0,0,6554,3132,52,25393.0,26.22
12,12801,東庄町,169800,12,,,2.0,5.0,2173.5549,0.0128,1.0879,0,1440,0,0,0,0,600,1980,16,36816.0,5.9
47,47801,八重瀬町,168252,14,,,3.56,6.0,2558.4668,0.0152,1.0518,0,378,0,0,0,0,9870,4242,14,33440.0,7.65
43,43531,湯前町,166355,12,,,1.29,2.0,2263.3336,0.0136,0.5009,0,343,0,0,0,0,149352,4998,30,68382.0,3.31
18,18501,美浜町,166158,7,,,,,1852.6713,0.0112,1.5205,0,0,0,0,0,0,89692,799,18,87243.0,2.12
28,28586,小野市,165816,15,5.88,29.6,2.23,9.0,5189.9531,0.0313,3.7333,43365,1078,0,0,43365,0,47089,2058,33,69755.0,7.44
29,29453,三宅町,165243,6,,,,,1803.494,0.0109,0.3645,0,0,0,0,0,0,1404,156,7,67238.0,2.68
41,41441,吉野ヶ里町,164120,21,,,2.0,2.0,2833.2151,0.0173,1.6645,0,20,0,0,0,0,69020,480,49,48760.0,5.81
33,33681,真庭市,163494,16,,,1.25,2.0,3026.8776,0.0185,2.5184,0,124,0,0,93,0,1395,3162,34,82853.0,3.65
8,08564,守谷市,163196,13,,,1.13,2.0,2679.4622,0.0164,3.3109,0,352,0,0,0,0,1144,1540,37,37199.0,7.2
7,07564,金山町,162309,10,,,1.45,2.0,1905.2561,0.0117,0.4891,0,3422,0,0,0,0,118413,1947,15,123184.0,1.55
24,24562,志摩市,161414,26,12.7,12.7,2.43,7.0,2744.7637,0.017,1.3515,29,3045,0,0,0,58,4727,2436,32,71118.0,3.86
21,21604,神戸町,161028,12,,,,,3079.11,0.0191,6.2493,0,0,0,0,0,0,42,11970,9,217761.0,1.41
6,06461,最上町,161000,5,,,,,2695.4359,0.0167,1.5959,0,0,0,0,0,0,0,385,7,131439.0,2.05
33,33681,岡山市東区,160704,36,8.88,35.0,2.07,11.0,3735.1245,0.0232,5.7946,1798,3565,0,0,930,0,83638,12183,37,82853.0,4.51
24,24562,伊勢市,160370,34,3.5,4.5,2.22,12.0,5192.6334,0.0324,8.7502,58,3741,0,0,0,0,22852,19372,72,71118.0,7.3
27,27383,太子町,158544,21,,,1.89,5.0,1770.8853,0.0112,0.7083,0,17568,0,0,0,0,18072,3960,26,10963.0,16.15
28,28586,洲本市,158466,20,,,1.75,3.0,3113.4129,0.0196,1.0524,0,392,0,0,0,0,7252,3920,34,69755.0,4.46
11,11465,三芳町,157536,16,5.25,7.5,2.71,9.0,3373.9638,0.0214,2.447,144,504,0,0,144,0,3096,4320,21,57789.0,5.84
8,08564,ひたちなか市,157256,21,17.67,213.5,3.86,14.0,12479.6327,0.0794,4.1338,1936,2772,0,0,0,132,968,12892,56,37199.0,33.55
5,05464,小坂町,156875,12,,,3.0,5.0,2390.6418,0.0152,0.7219,0,75,0,0,0,0,200,1975,13,120959.0,1.98
20,20602,南木曽町,156772,6,,,1.5,2.0,1985.5316,0.0127,0.7274,0,154,0,0,77,0,5159,1078,13,97847.0,2.03
34,34545,大竹市,156390,16,0.0,0.0,2.33,5.0,2591.1221,0.0166,2.4859,30,2190,0,30,0,0,3720,1650,12,124649.0,2.08
23,23801,蒲郡市,156310,26,45.0,45.0,1.39,13.0,5687.348,0.0364,2.5874,70,4970,0,0,0,0,9520,13860,43,91832.0,6.19
4,04606,大衡村,156273,8,,,1.0,1.0,4568.4706,0.0292,3.6635,0,39,0,0,0,0,0,390,13,80500.0,5.68
29,29453,王寺町,156273,9,,,,,1419.0081,0.0091,0.8439,0,0,0,0,0,0,2808,1248,17,67238.0,2.11
40,40801,宗像市,154468,15,,,3.16,15.0,3430.1896,0.0222,1.8544,0,5621,0,0,0,0,36427,11534,21,48244.0,7.11
42,42411,南島原市,153405,27,13.5,13.5,2.7,5.0,2597.7986,0.0169,1.4523,21,210,0,0,0,21,41937,5943,19,70742.0,3.67
11,11465,蕨市,153360,16,,,3.39,11.0,2736.2359,0.0178,2.1391,0,6768,0,0,0,0,104040,3744,22,57789.0,4.73
46,46802,薩摩川内市,153090,17,,,1.43,3.0,3951.9077,0.0258,2.6801,0,315,0,0,0,0,4770,8100,36,68292.0,5.79
26,26465,宮津市,152532,18,,,2.17,6.0,2590.8345,0.017,1.1242,0,12600,0,0,0,36,18288,5616,44,61640.0,4.2
38,38506,八幡浜市,151920,14,,,6.0,6.0,1554.9679,0.0102,0.8043,0,20,0,0,0,0,19620,840,77,58369.0,2.66
28,28586,加西市,151312,23,,,1.75,3.0,4375.4966,0.0289,2.2756,0,196,0,0,0,0,10731,5880,36,69755.0,6.27
43,43531,菊陽町,150430,10,,,1.0,1.0,4359.3507,0.029,4.4181,0,196,0,0,0,0,48706,1813,69,68382.0,6.37
7,07564,北塩原村,150214,9,,,3.0,3.0,2410.829,0.016,1.168,0,118,0,0,0,0,26727,1711,18,123184.0,1.96
16,16343,朝日町,150210,10,,,1.9,7.0,2549.546,0.017,3.0081,0,4785,0,0,0,0,60,5205,20,124176.0,2.05
23,23801,田原市,150010,17,,,1.4,7.0,12492.6446,0.0833,10.8433,0,6160,0,0,0,0,19110,10220,42,91832.0,13.6
3,03524,岩手町,149424,11,6.75,8.0,1.42,3.0,2318.0132,0.0155,1.2106,132,792,0,0,0,0,0,2904,68,125898.0,1.84
21,21604,郡上市,149352,17,,,2.0,5.0,2902.0502,0.0194,1.2444,0,24150,0,0,0,0,17514,4200,46,217761.0,1.33
1,01700,音威子府村,148992,3,,,4.0,4.0,2498.5912,0.0168,0.4004,0,194,0,0,0,0,2716,7760,11,147751.0,1.69
6,06461,東根市,148260,12,,,1.33,2.0,4209.5362,0.0284,2.4556,0,105,0,0,0,0,3885,3150,32,131439.0,3.2
33,33681,浅口市,148118,18,9.16,12.0,1.86,4.0,1958.3826,0.0132,1.3981,589,2015,0,0,0,0,1023,3162,37,82853.0,2.36
13,13808,東久留米市,146280,12,7.19,11.5,2.71,14.0,4094.3734,0.028,2.646,11937,12696,0,4968,11937,414,16974,4278,41,22553.0,18.15
2,02450,三沢市,145800,16,,,6.89,9.0,6407.7063,0.0439,1.6539,0,720,0,0,0,40,9680,18840,35,86420.0,7.41
2,02450,十和田市,144480,11,,,4.29,6.0,4933.5872,0.0341,3.1506,0,280,0,0,0,40,2640,3200,31,86420.0,5.71
6,06461,金山町,143430,2,,,2.0,2.0,2079.9924,0.0145,0.6753,0,35,0,0,0,0,0,210,6,131439.0,1.58
26,26465,井手町,142308,8,1.8,1.8,2.5,3.0,1690.5192,0.0119,1.2413,36,72,0,0,0,0,0,252,11,61640.0,2.74
29,29453,安堵町,140868,4,,,2.0,2.0,1763.6169,0.0125,2.1065,0,39,0,0,0,0,117,39,5,67238.0,2.62
12,12801,多古町,140700,20,5.0,6.0,1.54,3.0,3576.9237,0.0254,1.1552,120,780,0,0,0,0,240,1380,11,36816.0,9.72
23,23801,幸田町,140560,8,,,3.22,11.0,4516.1566,0.0321,6.6794,0,630,0,0,0,0,700,3290,22,91832.0,4.92
11,11465,飯能市,140256,26,10.0,10.0,2.76,15.0,4218.8301,0.0301,1.8005,72,2376,0,72,0,0,57528,13608,49,57789.0,7.3
24,24562,東員町,140128,10,,,,,1269.6302,0.0091,2.9246,0,0,0,0,0,0,145,174,13,71118.0,1.79
18,18501,福井市,139910,37,56.68,120.0,2.88,28.0,6048.5958,0.0432,3.3928,153,19125,17,85,0,0,23307,15453,83,87243.0,6.93
27,27383,泉佐野市,139536,26,81.2,81.2,2.51,22.0,5871.7826,0.0421,2.506,72,3384,0,0,0,1152,7272,9792,62,10963.0,53.56
5,05464,大潟村,138575,10,,,7.0,7.0,3214.7183,0.0232,0.7382,0,25,0,0,0,0,50,675,5,120959.0,2.66
16,16343,高岡市,138330,28,22.47,59.84,2.22,19.0,3543.7377,0.0256,4.0291,90,14475,0,0,0,0,76410,3780,85,124176.0,2.85
3,03524,平泉町,138270,13,,,1.0,1.0,2157.2826,0.0156,1.8053,0,33,0,0,0,66,134475,2343,21,125898.0,1.71
4,04606,女川町,137982,13,5.46,15.0,1.9,3.0,2256.1427,0.0164,2.5214,507,2340,0,0,0,0,11037,663,29,80500.0,2.8
21,21604,高山市,137676,22,9.0,9.0,2.27,25.0,3892.844,0.0283,1.4512,42,13986,42,0,84,84,30366,6426,72,217761.0,1.79
29,29453,平群町,137592,16,,,2.0,3.0,1694.703,0.0123,3.2514,0,78,0,0,0,0,3003,1287,22,67238.0,2.52
7,07564,昭和村,137352,4,,,,,1452.3303,0.0106,0.2511,0,0,0,0,0,0,113103,177,5,123184.0,1.18
15,15586,三条市,136641,15,,,2.33,5.0,4894.3447,0.0358,4.0051,0,1221,0,0,0,0,7437,10841,34,117053.0,4.18
14,14402,三浦市,136474,17,,,2.38,4.0,2359.1917,0.0173,1.0015,0,754,58,0,0,174,60146,3364,39,25393.0,9.29
12,12801,千葉市稲毛区,136200,21,73.33,80.0,4.69,37.0,6502.9448,0.0477,2.6776,360,9780,0,0,0,0,48900,8880,64,36816.0,17.66
14,14402,湯河原町,135836,16,6.68,14.4,2.21,6.0,1837.8482,0.0135,0.6909,580,6554,0,0,522,0,3306,1392,19,25393.0,7.24
43,43531,宇城市,135534,19,,,1.38,3.0,3526.8041,0.026,4.0097,0,637,0,0,0,98,1421,4312,44,68382.0,5.16
40,40801,上毛町,134612,3,,,1.0,1.0,2412.8451,0.0179,1.4621,0,73,0,0,0,0,0,146,29,48244.0,5.0
46,46802,曽於市,134595,7,,,2.25,3.0,3019.0637,0.0224,1.1051,0,180,0,0,0,0,630,270,47,68292.0,4.42
38,38506,鬼北町,133360,11,,,3.0,3.0,1456.4951,0.0109,0.6435,0,60,0,0,0,0,0,500,21,58369.0,2.5
42,42411,佐世保市,132762,31,136.0,136.0,2.2,6.0,4317.4007,0.0325,5.1814,63,1386,0,0,0,0,37086,8190,62,70742.0,6.1
12,12801,四街道市,132660,14,20.0,20.0,2.23,20.0,2826.9871,0.0213,3.7478,60,11760,0,0,0,0,660,3300,32,36816.0,7.68
16,16343,射水市,132540,18,14.63,30.0,1.97,10.0,3893.3006,0.0294,5.3381,135,5310,0,0,15,15,2805,1905,33,124176.0,3.14
11,11465,ときがわ町,132480,7,,,,,2259.8394,0.0171,1.3425,0,0,0,0,0,0,118656,1440,12,57789.0,3.91
47,47801,中城村,132132,8,8.0,8.0,3.55,9.0,2129.8136,0.0161,0.5331,42,924,0,0,0,0,504,1512,18,33440.0,6.37
42,42411,時津町,132048,12,,,2.0,4.0,2212.2357,0.0168,2.4741,0,105,0,0,0,0,1197,4011,17,70742.0,3.13
20,20602,小諸市,131670,22,4.93,15.8,2.73,7.0,3347.4775,0.0254,5.1104,10934,847,0,0,10934,308,96019,12166,35,97847.0,3.42
40,40801,北九州市小倉南区,131035,25,18.68,59.72,2.96,19.0,6095.3517,0.0465,3.2161,292,7738,0,0,0,0,44384,8468,39,48244.0,12.63
2,02450,階上町,130160,8,,,1.76,2.0,2280.6984,0.0175,3.9107,0,1480,0,0,0,0,40,800,8,86420.0,2.64
39,39428,須崎市,129710,22,,,,,1790.3497,0.0138,1.1143,0,0,0,0,0,0,60248,3332,17,64228.0,2.79
15,15586,新潟市西蒲区,129537,10,,,3.33,5.0,2897.5554,0.0224,2.4943,0,111,0,0,0,0,4514,4366,20,117053.0,2.48
15,15586,湯沢町,129463,14,,,3.46,30.0,2457.7391,0.019,2.2553,0,2960,0,0,37,0,6179,4921,36,117053.0,2.1
11,11465,加須市,128880,17,,,3.88,15.0,10749.7256,0.0834,2.3199,0,576,0,0,0,0,936,5256,50,57789.0,18.6
12,12801,習志野市,128820,20,21.78,161.04,3.38,44.0,9665.2081,0.075,4.1768,2760,8940,0,0,240,0,39660,7980,55,36816.0,26.25
7,07564,三島町,128797,10,,,1.63,3.0,1369.7166,0.0106,0.2215,0,7080,0,0,0,0,94636,649,7,123184.0,1.11
14,14402,葉山町,128064,17,,,2.08,5.0,1598.3508,0.0125,0.6277,0,1392,0,0,0,0,33524,1218,38,25393.0,6.29
44,44462,佐伯市,126900,27,8.26,30.0,2.2,11.0,3171.4959,0.025,25.3693,1224,1890,0,0,0,0,17118,4914,33,90314.0,3.51
11,11465,久喜市,126864,20,,,3.88,7.0,7723.8538,0.0609,3.7523,0,2952,0,0,0,72,5832,6264,61,57789.0,13.37
5,05464,八郎潟町,126425,7,,,1.0,1.0,1634.0827,0.0129,0.5123,0,25,0,0,0,0,0,1950,5,120959.0,1.35
19,19443,忍野村,126387,7,,,,,2469.1793,0.0195,3.7216,0,0,0,0,0,0,124524,729,15,60248.0,4.1
29,29453,川西町,126126,8,,,1.67,2.0,1745.5097,0.0138,1.7627,0,117,0,0,0,0,858,2028,11,67238.0,2.6
19,19443,北杜市,125658,19,7.7,10.6,1.75,6.0,2919.2534,0.0232,3.3796,54,864,0,54,81,0,92880,3078,66,60248.0,4.85
8,08564,五霞町,125180,4,,,2.0,3.0,3705.5493,0.0296,4.6003,0,88,0,0,0,0,0,616,5,37199.0,9.96
2,02450,蓬田村,125000,7,,,,,1616.0288,0.0129,1.0514,0,0,0,0,0,0,124640,120,5,86420.0,1.87
43,43531,球磨村,124264,1,,,,,1304.0357,0.0105,0.1885,0,0,0,0,0,0,0,392,42,68382.0,1.91
21,21604,安八町,124152,9,,,2.0,2.0,2785.6484,0.0224,3.5658,0,84,0,0,0,0,0,7728,8,217761.0,1.28
23,23801,新城市,123830,16,,,1.5,3.0,4519.8693,0.0365,2.649,0,420,0,0,0,0,15680,25410,55,91832.0,4.92
38,38506,伊予市,123040,16,,,1.0,1.0,1791.4779,0.0146,1.9469,0,40,0,0,0,0,3040,540,66,58369.0,3.07
10,10525,明和町,122920,10,1.52,5.0,1.03,2.0,1975.7003,0.0161,1.9976,9975,17780,35,0,0,0,490,560,11,78108.0,2.53
46,46802,錦江町,122445,5,,,,,1456.0982,0.0119,0.4357,0,0,0,0,0,0,180,360,6,68292.0,2.13
46,46802,屋久島町,122040,14,,,2.06,4.0,2211.4799,0.0181,0.4457,0,765,0,0,0,0,9090,3465,34,68292.0,3.24
40,40801,北九州市戸畑区,121253,10,59.9,59.9,3.66,19.0,2123.9449,0.0175,1.6732,73,3869,0,0,0,0,5402,1168,20,48244.0,4.4
27,27383,千早赤阪村,120600,4,,,2.0,3.0,1062.1314,0.0088,0.9286,0,144,0,0,0,0,216,4896,15,10963.0,9.69
33,33681,笠岡市,119598,15,8.0,12.0,1.82,4.0,1930.1118,0.0161,1.6506,62,341,0,0,31,0,86428,5084,44,82853.0,2.33
5,05464,井川町,119350,6,,,,,1594.5502,0.0134,2.2141,0,0,0,0,0,0,150,2175,7,120959.0,1.32
9,09411,栃木市,118950,22,,,2.13,4.0,7363.0268,0.0619,21.2109,0,400,0,0,0,0,3025,12325,82,144983.0,5.08
23,23801,豊根村,118510,2,,,,,1492.31,0.0126,2.1297,0,0,0,0,0,0,0,4760,12,91832.0,1.63
2,02450,五戸町,117400,5,,,2.0,3.0,2219.0904,0.0189,1.06,0,160,0,0,0,0,0,1120,6,86420.0,2.57
23,23801,知立市,116480,14,,,3.19,21.0,3486.1254,0.0299,2.7183,0,2590,0,0,0,0,8050,15260,36,91832.0,3.8
