prefcode,n03_007,cityname,building_count,building_types,avg_height,max_height,avg_levels,max_levels,total_building_area_ha,avg_building_area_ha,max_building_area_ha,height_count,levels_count,min_height_count,underground_count,ele_count,date_count,source_count,name_count,editor_count,prefecture_area_ha,building_coverage_percent
23,23801,大治町,1200640,10,,,3.5,5.0,9601.5781,0.008,1.2368,0,420,0,0,0,0,31570,140,5,91832.0,10.46
7,07564,本宮市,1200591,5,,,2.75,4.0,17189.821,0.0143,2.8227,0,236,0,0,0,0,6903,1770,18,123184.0,13.95
9,09411,佐野市,1196600,29,78.0,78.0,2.12,4.0,17050.4248,0.0142,9.0982,25,2100,0,0,0,0,42550,9025,317,144983.0,11.76
1,01700,知内町,1191354,15,,,2.0,3.0,16796.2498,0.0141,1.1448,0,582,0,0,0,0,582,8730,17,147751.0,11.37
23,23801,豊橋市,1189580,39,22.57,93.55,2.07,24.0,30275.4845,0.0255,7.0637,560,68390,70,0,0,70,82390,59850,139,91832.0,32.97
20,20602,須坂市,1188880,22,,,1.68,4.0,18749.2264,0.0158,2.8706,0,6314,0,0,0,0,54131,9933,216,97847.0,19.16
22,22461,牧之原市,1183016,14,,,2.0,5.0,19353.8542,0.0164,4.9972,0,602,0,0,0,0,1677,4601,17,107405.0,18.02
11,11465,さいたま市北区,1172736,31,13.0,44.0,2.89,17.0,17854.3015,0.0152,2.1319,288,221184,0,0,0,0,75024,100224,45,57789.0,30.9
1,01700,大空町,1167880,24,,,1.36,2.0,21174.0493,0.0181,0.5457,0,4268,0,0,0,0,1035766,12998,18,147751.0,14.33
1,01700,美瑛町,1166716,7,,,,,18857.0479,0.0162,5.6054,0,0,0,0,0,0,1034214,5626,22,147751.0,12.76
1,01700,今金町,1166522,3,,,,,16028.5947,0.0137,0.5281,0,0,0,0,0,0,194,6402,11,147751.0,10.85
23,23801,名古屋市中区,1159830,34,17.38,180.0,4.93,40.0,19437.0756,0.0168,0.8004,132720,147420,70,770,130760,0,863380,71470,102,91832.0,21.17
40,40801,北九州市若松区,1158510,9,,,3.39,15.0,18231.2356,0.0157,3.884,0,5840,0,0,0,0,2190,1460,23,48244.0,37.79
14,14402,寒川町,1147820,14,,,1.56,5.0,13217.8091,0.0115,2.6131,0,3016,0,0,0,174,3712,8932,32,25393.0,52.05
3,03524,奥州市,1147377,17,,,1.87,2.0,17541.5368,0.0153,1.3016,0,759,0,0,0,33,1123419,4851,41,125898.0,13.93
22,22461,伊豆市,1146423,16,,,1.06,11.0,11453.2899,0.01,0.7263,0,238048,0,0,0,43,794167,2623,34,107405.0,10.66
12,12801,成田市,1145760,35,15.29,33.0,3.45,16.0,26949.3159,0.0235,13.6803,840,42660,60,0,0,180,93840,22680,89,36816.0,73.2
22,22461,浜松市南区,1143069,34,,,2.05,14.0,14967.3864,0.0131,2.3407,0,41323,0,0,129,86,11223,22016,41,107405.0,13.94
34,34545,広島市西区,1139970,30,14.61,413.0,2.88,23.0,15777.2173,0.0138,3.4455,1080,55530,0,90,60,30,611010,8550,44,124649.0,12.66
1,01700,浜中町,1136646,6,,,,,13939.1654,0.0123,0.534,0,0,0,0,0,0,279942,11446,14,147751.0,9.43
11,11465,蓮田市,1133208,23,,,2.52,14.0,13924.2119,0.0123,2.7403,0,12960,0,0,0,0,1089864,10944,30,57789.0,24.09
43,43531,阿蘇市,1128274,19,18.0,18.0,1.0,1.0,20865.5625,0.0185,2.3704,49,49,0,0,0,49,175567,4214,173,68382.0,30.51
23,23801,名古屋市東区,1122870,33,10.79,100.8,2.78,23.0,15943.1103,0.0142,4.0426,714980,557060,0,70,714700,0,806400,17430,51,91832.0,17.36
1,01700,枝幸町,1118022,11,,,,,17952.4248,0.0161,0.8519,0,0,0,0,0,0,1049152,5820,21,147751.0,12.15
11,11465,所沢市,1115280,30,13.48,111.0,2.58,31.0,19648.0792,0.0176,1.6612,9648,51048,0,6264,8856,936,77904,23040,130,57789.0,34.0
13,13808,江戸川区,1110486,37,28.14,115.0,4.47,29.0,22632.7035,0.0204,2.8682,2208,66723,0,0,0,138,77211,35880,149,22553.0,100.35
11,11465,川島町,1106208,19,,,5.0,6.0,15001.7414,0.0136,2.0695,0,288,0,0,0,0,1084104,4104,20,57789.0,25.96
1,01700,共和町,1106188,6,,,,,16843.447,0.0152,1.031,0,0,0,0,0,0,2522,7178,13,147751.0,11.4
27,27383,大阪市都島区,1103976,30,7.66,59.7,5.05,15.0,12764.6401,0.0116,1.289,2376,12744,0,0,2160,792,1045224,63000,57,10963.0,116.43
40,40801,みやま市,1101278,10,1.55,5.0,1.0,1.0,18051.3657,0.0164,0.8403,8906,9344,146,0,0,0,11899,1752,160,48244.0,37.42
7,07564,会津美里町,1088314,14,10.44,19.0,1.52,3.0,13704.6018,0.0126,0.4914,472,22007,413,0,0,0,727116,6903,20,123184.0,11.13
1,01700,中富良野町,1084072,6,,,0.0,0.0,13930.1566,0.0128,1.6512,0,194,0,0,0,0,369570,2134,14,147751.0,9.43
26,26465,城陽市,1084032,26,,,2.03,10.0,10060.5821,0.0093,2.3531,0,128628,0,0,0,36,61668,8100,33,61640.0,16.32
27,27383,大阪市大正区,1080504,20,6.12,41.13,3.32,14.0,17024.2402,0.0158,3.6214,2232,16056,0,0,2160,72,94968,7848,31,10963.0,155.29
26,26465,木津川市,1074816,23,,,2.93,9.0,13041.84,0.0121,2.6059,0,1008,0,0,0,0,46908,5400,52,61640.0,21.16
1,01700,標津町,1072238,7,,,,,21099.0807,0.0197,0.6112,0,0,0,0,0,0,461526,6402,18,147751.0,14.28
15,15586,南魚沼市,1066562,18,,,2.28,4.0,16329.9559,0.0153,2.1171,0,2923,0,0,0,0,10915,9842,35,117053.0,13.95
40,40801,福岡市東区,1061274,39,48.14,161.0,2.92,48.0,33398.8836,0.0315,3.0118,1898,358211,0,0,0,0,121691,190603,94,48244.0,69.23
23,23801,蟹江町,1050210,13,,,2.14,3.0,12210.3977,0.0116,1.675,0,490,0,0,0,0,922880,3430,17,91832.0,13.3
11,11465,さいたま市浦和区,1048608,30,35.45,67.9,4.12,20.0,13858.5775,0.0132,1.0705,144,135144,0,72,0,0,208368,83664,70,57789.0,23.98
34,34545,広島市安佐北区,1047150,17,5.0,5.0,2.44,10.0,11991.6547,0.0115,1.1907,60,6540,0,0,0,0,860610,3330,59,124649.0,9.62
1,01700,東川町,1046436,19,,,1.88,4.0,16622.536,0.0159,1.0506,0,485582,0,0,0,0,9894,13968,24,147751.0,11.25
1,01700,美深町,1044884,9,,,,,14124.6992,0.0135,0.6173,0,0,0,0,0,0,662122,10864,20,147751.0,9.56
1,01700,東神楽町,1044884,11,,,2.0,3.0,13080.4091,0.0125,1.8118,0,388,0,0,0,0,1008412,2134,19,147751.0,8.85
24,24562,名張市,1042492,28,4.5,13.0,2.13,6.0,13453.2755,0.0129,1.999,116,1566,0,0,0,87,211758,17052,119,71118.0,18.92
12,12801,野田市,1038060,20,3.32,6.0,2.0,7.0,20502.0371,0.0198,7.1144,300,5160,120,0,900,0,5400,15240,62,36816.0,55.69
1,01700,蘭越町,1036348,8,,,,,12894.2713,0.0124,0.5988,0,0,0,0,0,0,27548,12610,19,147751.0,8.73
11,11465,さいたま市岩槻区,1033992,26,8.0,8.0,2.41,17.0,14307.7248,0.0138,2.3512,72,84600,0,0,0,0,93816,27864,43,57789.0,24.76
27,27383,箕面市,1033704,31,11.27,99.9,3.41,31.0,18006.8589,0.0174,1.6651,4968,18360,0,216,4680,1224,59616,59040,104,10963.0,164.25
14,14402,横浜市港南区,1022018,23,42.5,113.0,3.01,14.0,13088.5953,0.0128,1.083,580,4234,0,0,0,174,27028,55390,47,25393.0,51.54
1,01700,奈井江町,1019470,12,,,,,14658.3019,0.0144,1.7663,0,0,0,0,0,0,1552,6014,14,147751.0,9.92
28,28586,太子町,1017926,6,,,3.33,5.0,8017.9806,0.0079,1.4685,0,147,0,0,0,0,1016750,1813,20,69755.0,11.49
22,22461,菊川市,1016993,20,,,3.6,10.0,17444.0362,0.0172,6.0478,0,1290,0,0,43,0,43,20253,24,107405.0,16.24
14,14402,横浜市西区,1010708,29,87.53,295.8,7.99,70.0,12602.8557,0.0125,3.0952,4872,15370,116,406,0,522,961640,19894,90,25393.0,49.63
27,27383,大阪市港区,1010016,26,99.0,99.0,5.41,54.0,13978.4686,0.0138,2.2554,72,12528,0,0,0,72,139680,21384,46,10963.0,127.51
1,01700,比布町,1005890,6,,,,,13814.7798,0.0137,0.6925,0,0,0,0,0,0,910054,2910,14,147751.0,9.35
26,26465,京都市下京区,991908,33,28.07,31.0,5.01,16.0,9408.1845,0.0095,5.6323,432,25128,0,360,108,972,196092,20016,193,61640.0,15.26
1,01700,月形町,991534,8,,,1.0,1.0,17124.4328,0.0173,0.8862,0,388,0,0,0,0,1746,2134,13,147751.0,11.59
1,01700,津別町,989788,18,,,1.52,4.0,17652.202,0.0178,2.5815,0,12416,0,0,194,776,692774,10864,8,147751.0,11.95
1,01700,訓子府町,984550,12,,,1.52,3.0,17951.6548,0.0182,1.1805,0,6402,0,0,0,0,739334,7566,7,147751.0,12.15
22,22461,湖西市,984356,24,5.6,9.2,2.27,11.0,17521.2689,0.0178,16.8976,86,9804,0,0,86,0,56760,8557,49,107405.0,16.31
27,27383,摂津市,982008,26,35.6,118.0,3.25,35.0,20182.1619,0.0206,4.0056,2448,37872,0,0,0,72,11520,18144,136,10963.0,184.09
27,27383,大阪市此花区,977976,27,80.99,110.6,5.97,32.0,20001.9759,0.0205,4.0153,288,7200,0,0,0,0,123912,12312,50,10963.0,182.45
13,13808,中央区,970485,28,88.9,220.0,10.03,58.0,18918.536,0.0195,1.5439,5382,59616,0,1587,0,6831,655776,81696,234,22553.0,83.88
32,32528,出雲市,966511,23,24.0,24.0,2.6,13.0,18275.5442,0.0189,3.8151,19,475,0,0,0,38,4940,6707,69,73319.0,24.93
1,01700,江差町,965732,18,,,2.38,6.0,14934.9342,0.0155,1.568,0,16684,0,0,0,0,815382,48500,35,147751.0,10.11
47,47801,石垣市,952938,16,,,3.6,11.0,15745.8821,0.0165,1.028,0,210,0,0,0,126,4914,3654,147,33440.0,47.09
22,22461,裾野市,952235,23,7.05,20.0,2.02,6.0,14237.1725,0.015,7.5767,473,2623,0,43,258,0,105178,17157,57,107405.0,13.26
9,09411,宇都宮市,952100,41,57.4,108.45,3.78,31.0,23750.7123,0.0249,7.921,375,7950,0,25,25,75,15950,54025,140,144983.0,16.38
22,22461,御前崎市,951891,16,10.0,10.0,2.07,10.0,15812.8945,0.0166,2.4638,86,1161,0,0,86,0,4300,3268,23,107405.0,14.72
1,01700,中札内村,950600,7,,,,,16425.8838,0.0173,0.8706,0,0,0,0,0,0,104372,6790,13,147751.0,11.12
40,40801,大川市,947248,30,,,1.96,11.0,18459.3374,0.0195,1.2085,0,6570,0,0,0,0,125341,14308,123,48244.0,38.26
1,01700,木古内町,946332,14,,,,,11141.4545,0.0118,0.7244,0,0,0,0,0,0,39576,5626,18,147751.0,7.54
1,01700,清水町,945944,7,,,,,13866.5114,0.0147,0.928,0,0,0,0,0,0,231054,6402,18,147751.0,9.39
14,14402,綾瀬市,942558,22,11.26,15.7,1.99,14.0,14264.1188,0.0151,3.0958,696,24302,0,58,0,290,60842,15834,58,25393.0,56.17
1,01700,えりも町,942064,10,,,1.64,2.0,11588.0167,0.0123,0.4186,0,2134,0,0,0,194,915874,2716,11,147751.0,7.84
13,13808,西東京市,942057,36,19.02,28.1,3.09,20.0,12261.6745,0.013,0.9668,207,75555,0,207,0,1518,80868,14145,66,22553.0,54.37
27,27383,大阪市天王寺区,939672,32,9.23,124.4,6.33,41.0,12084.6241,0.0129,1.8005,8352,42480,0,0,7920,72,888696,47016,71,10963.0,110.23
9,09411,那須町,939625,15,,,2.0,3.0,12606.4114,0.0134,1.1149,0,75,0,0,50,0,875,7025,33,144983.0,8.7
25,25443,草津市,939018,33,27.2,99.0,4.8,35.0,11950.8068,0.0127,3.7361,76,6403,0,19,0,19,773357,11647,111,69305.0,17.24
1,01700,福島町,931394,7,,,2.0,2.0,9016.6148,0.0097,0.4123,0,1164,0,0,0,0,0,8342,13,147751.0,6.1
28,28586,神戸市須磨区,930657,26,,,5.69,33.0,13062.4155,0.014,2.7735,0,6713,0,0,0,0,395234,28714,56,69755.0,18.73
28,28586,三田市,926933,24,6.18,27.2,2.07,25.0,12260.9829,0.0132,8.1192,20433,151900,0,0,20433,0,25676,19502,68,69755.0,17.58
25,25443,大津市,920778,41,4.48,12.0,2.35,19.0,10259.6533,0.0111,2.4771,1501,6859,247,0,0,38,59584,14972,142,69305.0,14.8
26,26465,京田辺市,904500,26,15.0,15.0,3.03,13.0,10512.4627,0.0116,3.4036,36,5220,0,0,0,0,72756,11556,62,61640.0,17.05
1,01700,和寒町,903458,11,,,1.25,2.0,10151.1183,0.0112,0.4526,0,776,0,0,0,0,426024,3298,9,147751.0,6.87
4,04606,塩竈市,900198,19,0.83,2.0,1.36,14.0,10785.1618,0.012,1.7319,234,115167,0,39,0,156,2262,13494,125,80500.0,13.4
41,41441,唐津市,899740,31,,,3.82,13.0,14886.5561,0.0165,1.6505,0,340,0,20,0,20,57080,3680,47,48760.0,30.53
1,01700,下川町,899578,14,,,2.13,3.0,10150.4909,0.0113,0.5273,0,2910,0,0,0,194,585880,10282,17,147751.0,6.87
7,07564,三春町,892139,7,,,,,10392.8505,0.0116,1.0408,0,0,0,0,0,0,5133,649,18,123184.0,8.44
15,15586,上越市,891959,23,,,3.45,5.0,15525.2805,0.0174,5.6646,0,407,0,0,0,37,2368,24124,44,117053.0,13.26
13,13808,三鷹市,890652,37,14.26,97.92,2.54,26.0,14471.7857,0.0162,1.3682,1863,141174,0,207,0,138,119301,36363,147,22553.0,64.17
1,01700,清里町,890460,19,,,1.5,2.0,16080.2509,0.0181,0.7778,0,1552,0,0,0,0,572300,9506,12,147751.0,10.88
47,47801,浦添市,890106,28,42.08,80.47,3.96,20.0,17669.49,0.0199,4.7703,294,37086,84,42,126,168,4032,13188,45,33440.0,52.84
38,38506,宇和島市,888040,17,10.01,16.0,3.98,15.0,9813.5617,0.0111,0.9646,40,1060,0,0,0,0,51720,2780,39,58369.0,16.81
7,07564,猪苗代町,884646,16,22.0,50.0,1.36,8.0,11266.2839,0.0127,1.9061,177,9617,0,0,0,354,869719,4071,23,123184.0,9.15
43,43531,熊本市南区,884254,24,25.5,25.5,1.0,2.0,15765.2502,0.0178,2.3757,49,490,0,0,0,0,40229,3381,175,68382.0,23.05
47,47801,宜野湾市,883638,27,26.95,59.68,3.69,17.0,14951.4834,0.0169,1.6156,252,24948,42,0,42,84,5040,12012,32,33440.0,44.71
12,12801,八千代市,882300,24,33.56,57.12,9.43,30.0,15922.6558,0.018,2.5625,120,2640,0,0,0,60,27840,14100,47,36816.0,43.25
1,01700,増毛町,881342,9,,,,,10437.9353,0.0118,0.5622,0,0,0,0,0,0,707518,5626,13,147751.0,7.06
5,05464,北秋田市,880025,23,,,2.49,6.0,11007.2708,0.0125,1.0572,0,1625,0,0,25,25,5225,11375,34,120959.0,9.1
43,43531,人吉市,878031,15,,,1.22,2.0,11604.6349,0.0132,0.8387,0,441,0,0,49,0,23863,3234,133,68382.0,16.97
26,26465,八幡市,867600,26,,,3.57,15.0,9541.9269,0.011,2.6565,0,3240,0,36,0,36,8100,18324,42,61640.0,15.48
1,01700,剣淵町,862912,5,,,,,10253.7761,0.0119,0.338,0,0,0,0,0,0,385866,582,9,147751.0,6.94
5,05464,鹿角市,859350,18,,,2.34,6.0,11448.5293,0.0133,0.7202,0,3500,0,0,0,25,125,15550,21,120959.0,9.46
27,27383,堺市東区,858960,30,78.83,109.0,2.32,35.0,8421.5013,0.0098,1.052,432,91368,0,288,0,17712,431784,14328,19,10963.0,76.82
27,27383,堺市堺区,858240,36,53.5,85.0,2.65,43.0,25684.4966,0.0299,14.8786,216,80136,0,72,0,5184,314424,29160,87,10963.0,234.28
20,20602,坂城町,857472,21,,,2.0,2.0,12265.7592,0.0143,1.1631,0,385,0,0,0,0,154,26719,10,97847.0,12.54
13,13808,荒川区,856773,23,39.83,153.0,5.84,40.0,11651.1518,0.0136,0.8984,1035,14007,0,69,0,414,282900,14835,91,22553.0,51.66
12,12801,千葉市中央区,853800,30,84.1,151.5,3.88,43.0,23815.8579,0.0279,13.3668,420,33180,0,0,0,120,277140,28920,94,36816.0,64.69
1,01700,厚沢部町,853794,13,,,,,14683.7882,0.0172,0.514,0,0,0,0,0,0,75660,16296,20,147751.0,9.94
27,27383,大阪市福島区,852840,25,87.17,177.0,6.77,49.0,10662.5262,0.0125,5.6993,648,10440,0,72,0,0,817776,22824,50,10963.0,97.26
27,27383,大阪市西区,846648,29,81.34,189.55,6.68,52.0,13203.0796,0.0156,3.4105,1656,35280,0,216,0,144,806616,79272,68,10963.0,120.43
7,07564,会津坂下町,843995,10,,,1.56,4.0,10745.3391,0.0127,0.7705,0,1888,0,0,0,0,758740,5251,18,123184.0,8.72
5,05464,大仙市,843725,28,35.0,35.0,2.97,11.0,12054.7592,0.0143,3.185,25,4500,0,0,0,75,5825,17250,34,120959.0,9.97
28,28586,芦屋市,842261,25,,,4.83,24.0,11600.0645,0.0138,1.0886,0,8281,0,98,0,0,12691,13377,51,69755.0,16.63
34,34545,広島市安芸区,841320,18,,,2.91,14.0,9368.8301,0.0111,1.4629,0,330,0,0,0,0,666870,3120,87,124649.0,7.52
7,07564,南会津町,840042,16,,,1.67,2.0,10417.1212,0.0124,0.9611,0,177,0,0,0,0,571002,5192,17,123184.0,8.46
1,01700,豊富町,839826,16,,,1.67,2.0,16230.3617,0.0193,0.8448,0,582,0,0,0,0,46172,15326,20,147751.0,10.98
12,12801,香取市,838560,29,6.0,7.0,1.69,4.0,12215.9165,0.0146,1.2841,120,22200,0,0,0,60,239040,25140,68,36816.0,33.18
14,14402,横浜市磯子区,838042,18,30.0,30.0,3.87,11.0,12343.7882,0.0147,4.5914,58,2262,0,0,0,0,560860,22794,41,25393.0,48.61
1,01700,雄武町,837304,3,,,,,16717.7434,0.02,1.03,0,0,0,0,0,0,723232,1940,12,147751.0,11.31
22,22461,函南町,835963,16,3.34,4.7,1.15,11.0,9358.8331,0.0112,1.2941,215,83807,0,0,215,0,175741,1978,35,107405.0,8.71
4,04606,白石市,833898,12,,,1.73,10.0,12473.3683,0.015,1.6432,0,1014,0,0,0,0,3042,1677,26,80500.0,15.49
11,11465,志木市,832176,23,10.6,24.6,3.33,14.0,8326.4229,0.01,0.7743,432,3312,0,0,432,0,24192,13104,34,57789.0,14.41
18,18501,鯖江市,831810,14,49.5,55.0,2.62,10.0,9526.5347,0.0115,2.4819,34,663,0,17,0,0,51391,3383,64,87243.0,10.92
10,10525,高崎市,829815,43,23.86,99.91,2.23,28.0,16319.9371,0.0197,10.961,2135,79730,0,0,35,0,321055,43190,100,78108.0,20.89
13,13808,千代田区,821583,39,64.65,212.0,6.92,45.0,21400.3675,0.026,1.6576,13731,123096,690,2829,0,3105,658122,169326,266,22553.0,94.89
1,01700,上ノ国町,815770,10,,,,,10493.2381,0.0129,2.6037,0,0,0,0,0,0,706548,12028,19,147751.0,7.1
8,08564,日立市,812460,26,,,3.0,9.0,17027.2681,0.021,6.2244,0,396,0,44,0,0,13684,19756,55,37199.0,45.77
13,13808,狛江市,811095,23,10.66,45.0,2.33,6.0,10576.8962,0.013,0.6824,12006,1863,0,0,0,0,26220,8694,78,22553.0,46.9
27,27383,岸和田市,810432,33,8.21,40.0,1.9,14.0,11573.4605,0.0143,2.2256,4248,123408,0,72,4032,1080,66384,42408,104,10963.0,105.57
1,01700,更別村,804324,10,,,,,17521.4251,0.0218,0.8555,0,0,0,0,0,194,23668,7760,11,147751.0,11.86
1,01700,様似町,803548,8,,,1.75,2.0,10040.2847,0.0125,0.4357,0,2328,0,0,0,194,779880,3298,13,147751.0,6.8
40,40801,福岡市博多区,803000,41,24.06,94.2,7.17,16.0,22117.1168,0.0275,3.6193,2920,35624,0,730,73,438,127020,33288,120,48244.0,45.84
17,17463,七尾市,798893,21,,,2.95,6.0,10739.1651,0.0134,1.6101,0,380,0,0,0,19,46835,1520,225,75492.0,14.23
4,04606,東松島市,798681,20,36.0,36.0,1.95,5.0,10518.5354,0.0132,1.5607,39,4797,0,0,0,39,104559,1248,51,80500.0,13.07
1,01700,苫前町,788998,4,,,,,10371.4018,0.0131,0.488,0,0,0,0,0,0,359676,2328,12,147751.0,7.02
44,44462,別府市,788202,32,0.0,0.0,3.32,13.0,9714.6409,0.0123,1.7803,18,666,0,0,0,72,23688,3996,269,90314.0,10.76
4,04606,多賀城市,784875,25,,,1.37,15.0,10735.8517,0.0137,3.3525,0,52533,0,0,0,39,1599,53391,72,80500.0,13.34
27,27383,和泉市,782496,36,7.43,19.6,2.39,19.0,14620.0432,0.0187,3.6549,1944,34560,0,216,1584,1080,179424,35064,103,10963.0,133.36
12,12801,木更津市,781560,37,4.68,27.0,2.06,14.0,14379.2279,0.0184,3.4488,2760,33540,180,180,0,120,84840,40860,95,36816.0,39.06
1,01700,ニセコ町,779298,9,,,4.0,10.0,11181.2527,0.0143,0.4475,0,776,0,0,0,0,318160,7566,27,147751.0,7.57
1,01700,天塩町,779298,15,,,2.0,3.0,14202.9183,0.0182,0.6192,0,3880,0,0,0,0,355214,19788,17,147751.0,9.61
3,03524,久慈市,772332,17,0.0,0.0,1.81,5.0,10833.6991,0.014,1.5546,33,3696,0,0,0,0,330,13530,180,125898.0,8.61
33,33681,津山市,766940,25,20.0,20.0,2.63,9.0,10713.7331,0.014,2.0134,31,2604,0,0,62,31,120621,8153,84,82853.0,12.93
14,14402,横浜市栄区,766644,24,74.95,74.95,4.67,21.0,8956.8319,0.0117,4.3228,58,2262,0,0,0,116,12064,35496,44,25393.0,35.27
1,01700,羅臼町,765912,3,,,1.0,1.0,9308.9656,0.0122,0.333,0,388,0,0,0,0,750780,2522,16,147751.0,6.3
3,03524,盛岡市,762564,30,0.67,2.0,2.84,25.0,12601.3152,0.0165,4.8468,99,13068,0,0,0,33,27687,32175,101,125898.0,10.01
27,27383,堺市中区,757080,34,,,2.13,19.0,10139.8899,0.0134,1.4567,0,254016,0,288,0,36216,598248,27792,46,10963.0,92.49
13,13808,小平市,755136,22,7.94,15.9,2.25,7.0,9813.9534,0.013,1.1847,4692,8832,0,3312,4554,0,26082,10350,125,22553.0,43.52
26,26465,京都市東山区,754488,37,11.09,46.0,2.91,7.0,5911.1253,0.0078,0.7938,396,7668,0,0,0,1044,175896,25812,144,61640.0,9.59
4,04606,角田市,753636,21,,,1.78,2.0,10973.3545,0.0146,3.5545,0,2535,0,0,0,0,26832,1131,267,80500.0,13.63
1,01700,新篠津村,753302,5,,,,,11234.0453,0.0149,0.3897,0,0,0,0,0,0,152096,776,16,147751.0,7.6
24,24562,桑名市,751361,24,18.0,18.0,2.77,10.0,10646.6656,0.0142,9.4945,29,377,0,0,0,29,95004,9976,52,71118.0,14.97
34,34545,広島市南区,750930,22,54.29,167.9,4.98,46.0,12941.1726,0.0172,5.0141,390,7950,30,30,0,0,612630,5790,92,124649.0,10.38
40,40801,福岡市中央区,750878,34,31.68,111.0,7.58,28.0,18670.6096,0.0249,3.6701,3504,15695,73,1022,73,73,132933,31390,104,48244.0,38.7
8,08564,古河市,750552,26,,,4.13,14.0,16032.2554,0.0214,5.5378,0,352,0,0,0,0,2112,30008,56,37199.0,43.1
28,28586,稲美町,750190,18,5.51,19.6,1.81,4.0,9280.1901,0.0124,1.22,38808,3528,0,0,38416,147,187082,2254,28,69755.0,13.3
15,15586,長岡市,750027,34,5.13,41.5,2.17,6.0,15744.5946,0.021,3.5907,444,8584,0,0,0,407,6068,34151,66,117053.0,13.45
11,11465,嵐山町,739728,14,,,1.0,1.0,9518.45,0.0129,1.5916,0,72,0,0,0,0,719064,1368,17,57789.0,16.47
43,43531,大津町,738920,13,,,2.0,2.0,15054.0569,0.0204,5.9404,0,49,0,0,0,0,26264,1764,164,68382.0,22.01
22,22461,浜松市天竜区,733064,17,,,1.18,2.0,9937.1444,0.0136,2.1264,0,473,0,0,0,0,11137,5633,44,107405.0,9.25
1,01700,仁木町,731768,6,,,,,8714.7444,0.0119,0.6098,0,0,0,0,0,0,5044,7372,13,147751.0,5.9
12,12801,千葉市花見川区,731760,20,,,2.98,15.0,10296.5375,0.0141,2.928,0,7320,0,0,0,0,534780,22020,51,36816.0,27.97
4,04606,富谷市,730821,16,,,1.12,4.0,9418.7762,0.0129,2.0109,0,3588,0,0,0,39,312,13494,27,80500.0,11.7
28,28586,神戸市垂水区,730149,25,12.92,20.0,6.28,32.0,11168.406,0.0153,2.6187,637,4165,0,0,0,49,156996,13230,66,69755.0,16.01
43,43531,益城町,730100,14,,,3.0,4.0,11214.0418,0.0154,2.8237,0,637,0,0,0,0,330505,686,139,68382.0,16.4
38,38506,大洲市,726200,19,4.0,4.0,1.5,2.0,8435.8866,0.0116,1.0184,20,80,0,0,0,0,69000,2260,266,58369.0,14.45
11,11465,白岡市,726192,17,,,,,7521.6584,0.0104,1.422,0,0,0,0,0,0,44208,6264,20,57789.0,13.02
6,06461,新庄市,726075,9,,,3.0,3.0,11088.6172,0.0153,1.0905,0,35,0,0,0,0,2975,1085,19,131439.0,8.44
43,43531,熊本市北区,725494,19,,,1.6,3.0,10953.8502,0.0151,4.6706,0,245,0,0,0,0,7497,14602,71,68382.0,16.02
1,01700,置戸町,724590,10,,,1.36,2.0,11113.0588,0.0153,0.5978,0,2134,0,0,0,0,620800,4074,5,147751.0,7.52
1,01700,興部町,719546,4,,,,,15464.0415,0.0215,0.838,0,0,0,0,0,0,499550,1164,13,147751.0,10.47
4,04606,柴田町,714051,17,,,1.65,3.0,10256.9886,0.0144,2.6345,0,2574,0,0,0,0,22347,1248,114,80500.0,12.74
1,01700,豊浦町,713920,9,,,2.0,2.0,10688.1056,0.015,0.4363,0,194,0,0,0,0,467540,1164,16,147751.0,7.23
43,43531,菊池市,712852,16,,,1.7,2.0,11852.3573,0.0166,1.6237,0,1127,0,0,0,0,8624,7252,52,68382.0,17.33
34,34545,竹原市,705720,25,5.82,72.4,1.82,15.0,8021.7814,0.0114,1.9595,703470,682260,0,1410,703470,299640,702240,1800,14,124649.0,6.44
12,12801,柏市,703320,35,12.79,129.0,3.62,43.0,21876.921,0.0311,4.2133,10500,19320,0,60,0,60,32040,32160,146,36816.0,59.42
4,04606,岩沼市,701337,24,17.5,20.0,1.65,15.0,12874.3157,0.0184,10.5241,78,6006,0,0,0,0,6669,15600,61,80500.0,15.99
34,34545,尾道市,700680,30,9.72,17.6,2.58,15.0,10181.5002,0.0145,1.5827,180,3960,0,0,180,30,114360,18780,86,124649.0,8.17
14,14402,厚木市,696696,33,48.96,130.0,2.38,26.0,25853.9334,0.0371,3.07,638,41702,0,174,0,0,47444,53070,92,25393.0,101.82
44,44462,日田市,694728,22,,,2.17,3.0,10180.9989,0.0147,4.2605,0,108,0,0,0,0,37944,1782,190,90314.0,11.27
34,34545,広島市安佐南区,692190,27,,,2.47,14.0,9480.1097,0.0137,2.7718,0,12120,0,0,30,0,523080,3450,51,124649.0,7.61
1,01700,遠別町,690058,8,,,,,8452.1681,0.0122,0.4163,0,0,0,0,0,0,356184,970,11,147751.0,5.72
19,19443,富士吉田市,689985,19,22.25,25.0,2.6,5.0,9010.7189,0.0131,3.9992,54,135,0,0,702,54,685665,2808,64,60248.0,14.96
11,11465,小川町,685584,17,,,,,7745.6168,0.0113,4.8063,0,0,0,0,0,0,612720,3024,17,57789.0,13.4
4,04606,亘理町,683592,16,,,1.31,3.0,10303.143,0.0151,1.4968,0,1131,0,0,0,0,312,1950,80,80500.0,12.8
